epoch,test_acc_before_rounding,test_acc,val_acc,train_acc,regularization_loss,model_sparsity
0,30.3,30.3,30.3,24.017777775743273,0.8833483457565308,49.61168087770557
1,34.28,34.28,34.28,32.21999999898275,0.8715245723724365,49.27106314471409
2,37.96,37.96,37.96,36.328888885498046,0.8598454594612122,48.887961361874666
3,39.24,39.24,39.24,39.406666666666666,0.8484155535697937,48.553678969649994
4,42.9,42.9,42.9,41.579999999321835,0.8372918367385864,48.182875201240236
5,43.12,43.12,43.12,44.355555555555554,0.8264351487159729,47.779276727684696
6,48.67,48.67,48.67,47.26888888821072,0.8158954977989197,47.409218293482795
7,49.38,49.38,49.38,49.388888888888886,0.8055643439292908,47.038414525073044
8,47.33,47.33,47.33,51.306666661919486,0.7955492734909058,46.67692743426152
9,51.0,51.0,51.0,52.891111105685766,0.7857326865196228,46.283763639616005
10,49.34,49.34,49.34,54.0777777750651,0.7763113379478455,45.91594120803769
11,54.91,54.91,54.91,55.72888888888889,0.767304539680481,45.561534792200824
12,56.38,56.38,56.38,56.819999997965496,0.7585359215736389,45.217563055273985
13,53.03,53.03,53.03,57.562222216796876,0.7500920295715332,44.85607596446246
14,52.92,52.92,52.92,58.759999993896486,0.741917610168457,44.52216623934172
15,54.53,54.53,54.53,59.4177777730306,0.7340356111526489,44.18527517738954
16,60.04,60.04,60.04,60.72666666259766,0.7266092896461487,43.865899469322045
17,55.21,55.21,55.21,61.41777777913411,0.7194668650627136,43.52863574026593
18,61.42,61.42,61.42,61.75777777235243,0.7126623392105103,43.19658935066484
19,61.68,61.68,61.68,62.05555555013021,0.7061915993690491,42.87125096893447
20,57.35,57.35,57.35,62.737777775743275,0.700027346611023,35.93740683322402
21,56.34,56.34,56.34,57.63333333129883,0.693160891532898,35.810700017888024
22,60.71,60.71,60.71,61.22666666259766,0.6875950694084167,35.74436527338859
23,59.29,59.29,59.29,61.535555550130205,0.6823657751083374,35.685483870967744
24,61.65,61.65,61.65,62.093333329264325,0.677510142326355,35.62213046329974
25,58.21,58.21,58.21,62.40222221883138,0.6729790568351746,27.824816647784868
26,51.21,51.21,51.21,43.36444444240994,0.6664026379585266,27.69140182457814
27,55.71,55.71,55.71,52.83111110975477,0.6621742248535156,27.626930415598355
28,53.9,53.9,53.9,55.65333332858616,0.6584095358848572,27.577738357879674
29,56.27,56.27,56.27,56.89999999932183,0.6549972295761108,27.528546300160993
30,56.97,56.97,56.97,57.29999999728733,0.6518861651420593,21.543512611054798
31,29.07,29.07,29.07,24.384444443766277,0.6466239094734192,21.468979190268918
32,35.7,35.7,35.7,35.84222222222222,0.6435768604278564,21.433203148291692
33,42.69,42.69,42.69,39.548888885498044,0.640907883644104,21.395191103690895
34,38.33,38.33,38.33,41.931111109754774,0.6386781930923462,21.373576411662988
35,42.49,42.49,42.49,42.92666666666667,0.6367592811584473,16.680206904776103
36,19.21,19.21,19.21,19.822222222222223,0.6340146660804749,16.667908890346432
37,28.3,28.3,28.3,24.966666665649413,0.6321660876274109,16.653747540397113
38,30.56,30.56,30.56,28.17333333231608,0.6307287812232971,16.640704191759585
39,31.52,31.52,31.52,29.52444444240994,0.6295744776725769,16.632505515473138
40,29.62,29.62,29.62,29.759999997965494,0.6286315321922302,12.914778486673425
41,16.06,16.06,16.06,13.704444444444444,0.6274642944335938,12.91142448273806
42,17.13,17.13,17.13,16.28444444240994,0.6267312169075012,12.905834476179118
43,18.87,18.87,18.87,17.604444442070854,0.6262221932411194,12.90471647486733
44,15.9,15.9,15.9,17.317777775743274,0.6258599758148193,12.902853139347684
45,18.18,18.18,18.18,17.682222219509548,0.6256091594696045,9.999403732633713
46,15.35,15.35,15.35,15.371111110093858,0.6254580020904541,9.999403732633713
47,15.37,15.37,15.37,15.384444442749023,0.6253687143325806,9.999403732633713
48,15.35,15.35,15.35,15.311111109076606,0.6253273487091064,9.999403732633713
49,15.34,15.34,15.34,15.32444444240994,0.6253244280815125,9.999403732633713
49,-1.0,15.34,15.18,15.597777776421442,0.0,9.999403732633713
50,-1.0,25.4,24.74,22.039999999321832,0.0,9.999403732633713
51,-1.0,26.98,27.66,26.415555552164715,0.0,9.999403732633713
52,-1.0,28.11,29.04,28.91111111111111,0.0,9.999403732633713
53,-1.0,33.2,35.14,31.282222222222224,0.0,9.999403732633713
54,-1.0,33.23,34.28,34.30888888617621,0.0,9.999403732633713
55,-1.0,37.74,38.44,36.87555555419922,0.0,9.999403732633713
56,-1.0,36.64,38.88,38.41555555148655,0.0,9.999403732633713
57,-1.0,38.63,40.5,40.22444444308811,0.0,9.999403732633713
58,-1.0,39.51,40.28,41.259999999321835,0.0,9.999403732633713
59,-1.0,40.08,42.58,42.62666666463216,0.0,9.999403732633713
60,-1.0,39.5,41.86,43.85111111111111,0.0,9.999403732633713
61,-1.0,42.36,44.34,44.46444444037543,0.0,9.999403732633713
62,-1.0,42.87,45.48,45.24444444376628,0.0,9.999403732633713
63,-1.0,44.79,46.2,46.05555555148654,0.0,9.999403732633713
64,-1.0,43.0,46.48,46.85777777235243,0.0,9.999403732633713
65,-1.0,43.38,45.76,47.02222221815321,0.0,9.999403732633713
66,-1.0,43.43,46.0,47.737777775743275,0.0,9.999403732633713
67,-1.0,44.05,44.96,47.971111105685765,0.0,9.999403732633713
68,-1.0,44.17,45.84,48.49999999593099,0.0,9.999403732633713
69,-1.0,46.0,49.16,48.76666666531033,0.0,9.999403732633713
70,-1.0,42.54,45.26,49.71555555284288,0.0,9.999403732633713
71,-1.0,49.17,50.36,49.6111111090766,0.0,9.999403732633713
72,-1.0,47.52,48.52,50.27333333265516,0.0,9.999403732633713
73,-1.0,49.49,50.5,50.637777775743274,0.0,9.999403732633713
74,-1.0,48.16,49.52,50.553333327907986,0.0,9.999403732633713
75,-1.0,49.76,51.58,52.10444444444445,0.0,9.999403732633713
